ID	adj.P.Val	logFC	GI	Gene.symbol	Gene.ID	GI.1	GenBank.Accession
ILMN_1689817	1	0.15931	282847507	LCOR	84458	282847507	NM_032440
ILMN_1730630	1	-0.1480731	283046672	CXorf56	63932	283046672	NM_022101
ILMN_1854241	1	0.2981327	13534887			13534887	BG542654
ILMN_1761163	1	-0.2025686	737675606	HS3ST3B1	9953	737675606	NM_006041
ILMN_1840934	1	0.2112601	17066294	GTF3C4	9329	17066294	AJ420430
ILMN_1902053	1	0.2127344	2016123			2016123	AA363804
ILMN_1810214	1	-0.1511246	558695422	JUND	3727	558695422	NM_005354
ILMN_1794866	1	-0.1885268	NA			NA	
ILMN_1698584	1	-0.2575679	16118236	KRTAP4-12	83755	16118236	NM_031854
ILMN_1815366	1	0.1331361	NA			NA	
ILMN_1681728	1	0.1469229	NA			NA	
ILMN_1759250	1	-0.1553921	73747916	TAP2	6891	73747916	NM_018833
ILMN_1737850	1	0.1709442	151108488	TBC1D28	254272	151108488	NM_001039397
ILMN_1748968	1	-0.1396699	196162715	ATG10	83734	196162715	NM_031482
ILMN_1734679	1	0.2457056	NA			NA	
ILMN_1727916	1	-0.4552974	124487386	RNF207	388591	124487386	NM_207396
ILMN_1741727	1	0.1321018	68216098	QPCT	25797	68216098	NM_012413
ILMN_1842738	1	0.1748782	27847038			27847038	BX106581
ILMN_1751431	1	-0.1037351	219803863	PYM1	84305	219803863	NM_032345
ILMN_1755179	1	-0.2435163	1020158883	RNF180	285671	1020158883	NM_178532
ILMN_1744126	1	-0.1493821	NA			NA	
ILMN_1739641	1	-0.10927	148276973	MTMR3	8897	148276973	NM_153050
ILMN_1794163	1	0.1374073	156415983	TMOD4	29765	156415983	NM_013353
ILMN_1686442	1	-0.3332465	630044886	TACC2	10579	630044886	NM_206862
ILMN_2267787	1	-0.1772094	914101128	HPS1	3257	914101128	NM_182639
ILMN_1747052	1	-0.2812421	937834192	ITGA4	3676	937834192	NM_000885
ILMN_2361104	1	-0.1996903	291219896	ZMAT3	64393	291219896	NM_152240
ILMN_1864228	1	-0.276169	5689786			5689786	AL109688
ILMN_1653410	1	0.2318299	NA			NA	
ILMN_1908065	1	-0.183972	15330204			15330204	AW020614
ILMN_1781207	1	-0.1613233	343962636	FYN	2534	343962636	NM_153047
ILMN_1680393	1	0.1653751	94721316	SNORD55	26811	94721316	NR_000015
ILMN_1688089	1	0.1199191	878295638	PEBP1	5037	878295638	NM_002567
ILMN_1724959	1	0.1247782	NA			NA	
ILMN_1697227	1	0.1236626	NA			NA	
ILMN_2154671	1	0.0891243	283837811	COX6B1	1340	283837811	NM_001863
ILMN_1690922	1	0.4109597	112363079	MAST2	23139	112363079	NM_015112
ILMN_1863114	1	0.374835	5339477			5339477	AI791835
ILMN_1651826	1	0.1880613	410025478	BASP1	10409	410025478	NM_006317
ILMN_1653504	1	-0.2627079	187281589	S1PR1	1901	187281589	NM_001400
ILMN_1736154	1	-0.3166581	NA			NA	
ILMN_1822775	1	-0.1477182	83105709			83105709	DB336446
ILMN_1859393	1	0.2041326	3756307			3756307	AI203701
ILMN_1680196	1	-0.1266367	74271830	LAPTM4B	55353	74271830	NM_018407
ILMN_1757978	1	0.3540713	148539590	INO80D	54891	148539590	NM_017759
ILMN_1898362	1	0.1640083	38149964			38149964	CF890891
ILMN_1704353	1	0.1658947	498917174	IGSF3	3321	498917174	NM_001542
ILMN_1709645	1	-0.2224432	289803001	CBX2	84733	289803001	NM_032647
ILMN_1675365	1	-0.142956	283046700	LARP4	113251	283046700	NM_052879
ILMN_1762712	1	-0.2223694	126131100	HHEX	3087	126131100	NM_002729
ILMN_1857335	1	0.1965839	21751421	LOC286254	286254	21751421	AK092751
ILMN_1878868	1	0.2157352	12769696			12769696	BG259880
ILMN_1679700	1	-0.2085032	NA			NA	
ILMN_1656176	1	-0.5239607	NA			NA	
ILMN_1856498	1	0.1468487	6043057			6043057	AW087252
ILMN_1815610	1	-0.1459442	295444799	SYT12	91683	295444799	NM_177963
ILMN_1875380	1	-0.1887578	22914331			22914331	BU564031
ILMN_1693341	1	0.1371925	1011750892	SNRPN	6638	1011750892	NM_022805
ILMN_1895548	1	-0.122542	10432966			10432966	AK021726
ILMN_1835951	1	-0.1648758	4566100			4566100	AF047276
ILMN_1761176	1	-0.0830179	531034753	GRIPAP1	56850	531034753	NM_020137
ILMN_1668442	1	0.3043956	NA			NA	
ILMN_1901399	1	0.195353	3145889			3145889	AA970376
ILMN_1869390	1	-0.1070359	13436349			13436349	BC004960
ILMN_1741465	1	-0.2993202	613410236	PTPRH	5794	613410236	NM_002842
ILMN_1906256	1	0.4055671	27830880			27830880	BX100900
ILMN_1694742	1	-0.0752722	459642367	RPS29	6235	459642367	NM_001030001
ILMN_1717357	1	0.2438262	296923790	AIFM1	9131	296923790	NM_004208
ILMN_1884675	1	0.1832229	2953064			2953064	AA860924
ILMN_1738046	1	-0.1116955	126722919	ZNF623	9831	126722919	NM_014789
ILMN_1794588	1	-0.1562568	153281166	DYRK2	8445	153281166	NM_003583
ILMN_1872284	1	-0.2500406	83155165			83155165	DB338973
ILMN_2183885	1	0.1265192	289063427	MPLKIP	136647	289063427	NM_138701
ILMN_1749521	1	-0.10802	56699410	SLC35E3	55508	56699410	NM_018656
ILMN_2060115	1	0.1909115	307611954	SORL1	6653	307611954	NM_003105
ILMN_1677197	1	0.2033267	300388174	RARA	5914	300388174	NM_000964
ILMN_1691376	1	0.1005353	168480146	JAG1	182	168480146	NM_000214
ILMN_1667831	1	0.2182806	85543350	HOXB6	3216	85543350	NM_018952
ILMN_1789196	1	0.2748129	47519615	TPM2	7169	47519615	NM_213674
ILMN_2060105	1	-0.2422273	310923194	PPAN-P2RY11	692312	310923194	NM_001040664
ILMN_1690463	1	-0.20596	NA			NA	
ILMN_1696845	1	0.2191508	150417980	ARHGAP35	2909	150417980	NM_004491
ILMN_1679617	1	-0.1304908	52630343	HLA-DRB4	3126	52630343	NM_021983
ILMN_1695604	1	0.1737673	964749725	DCBLD1	285761	964749725	NM_173674
ILMN_1806032	1	0.1457817	325974496	SLC25A16	8034	325974496	NM_152707
ILMN_1907451	1	-0.1467447	24270893			24270893	BC038752
ILMN_2301725	1	-0.2831887	300244573	PDE8B	8622	300244573	NM_001029851
ILMN_1891042	1	-0.2485709	5394039			5394039	AI807473
ILMN_1663484	1	-0.3420922	315467862	HYPK	25764	315467862	NM_016400
ILMN_1697472	1	-0.1026111	91807116	TM2D3	80213	91807116	NM_078474
ILMN_1775739	1	-0.2020063	1010227352	CDH20	28316	1010227352	NM_031891
ILMN_1813840	1	0.0844372	226437582	KDM1A	23028	226437582	NM_015013
ILMN_1900657	1	0.1810734	18988137			18988137	BM678241
ILMN_1694470	1	-0.1547621	300863131	FOXL2NB	401089	300863131	NM_001040061
ILMN_1778457	1	0.0975319	342349317	IL18	3606	342349317	NM_001562
ILMN_1686082	1	-0.1206813	110349764	C14orf79	122616	110349764	NM_174891
ILMN_1742827	1	0.1114663	82546829	EXOC4	60412	82546829	NM_021807
ILMN_1775334	1	0.2526087	NA			NA	
ILMN_1739325	1	-0.1347268	NA			NA	
ILMN_1692517	1	-0.1166968	300360576	SORD	6652	300360576	NM_003104
ILMN_1765021	1	-0.0969985	530788286	TOP3B	8940	530788286	NM_003935
ILMN_2214997	1	-0.2193093	212276069	LRRFIP1	9208	212276069	NM_004735
ILMN_1663799	1	0.0711008	NA			NA	
ILMN_1909118	1	0.2750487	8279774			8279774	BE019692
ILMN_1663631	1	-0.0845423	109698608	BANP	54971	109698608	NM_079837
ILMN_1751627	1	0.0881352	401461773	TRAPPC3	27095	401461773	NM_014408
ILMN_1678842	1	0.2426423	538918410	THBS2	7058	538918410	NM_003247
ILMN_1658010	1	0.2112689	973353082	CENPI	2491	973353082	NM_006733
ILMN_1811835	1	0.2433331	198041674	SLC12A5	57468	198041674	NM_020708
ILMN_2390338	1	0.0875088	514052662	UBE2E3	10477	514052662	NM_006357
ILMN_1718610	1	-0.0846993	569026699	ARHGAP17	55114	569026699	NM_018054
ILMN_1851107	1	-0.1507518	4891742			4891742	AI681560
ILMN_1703441	1	-0.1341936	154937326	ZNF593	51042	154937326	NM_015871
ILMN_2382121	1	-0.1169687	21396492	OCRL	4952	21396492	NM_001587
ILMN_1776483	1	0.1585202	NA			NA	
ILMN_1770385	1	0.129523	NA			NA	
ILMN_2362341	1	-0.1535308	497239882	L1CAM	3897	497239882	NM_024003
ILMN_1806022	1	-0.2573054	NA			NA	
ILMN_1728106	1	-0.2044199	395132451	TNF	7124	395132451	NM_000594
ILMN_2141807	1	0.2297646	218505826	KNSTRN	90417	218505826	NM_033286
ILMN_1787379	1	0.1665073	149274622	RETNLB	84666	149274622	NM_032579
ILMN_1888930	1	-0.4964478	23300011			23300011	BU632756
ILMN_2360291	1	-0.1714152	237649097	UGGT1	56886	237649097	NM_020120
ILMN_2094266	1	-0.0937301	209969673	HES2	54626	209969673	NM_019089
ILMN_1876838	1	0.3533364	5740873			5740873	AI948563
ILMN_1679194	1	-0.7658589	190194388	UGT2B7	7364	190194388	NM_001074
ILMN_1703642	1	-0.2654918	NA			NA	
ILMN_1764271	1	0.1908472	93141040	NXPH1	30010	93141040	NM_152745
ILMN_2323801	1	-0.2934287	283806690	MOCS1	4337	283806690	NM_001075098
ILMN_1789398	1	-0.2118796	256818789	TMEM164	84187	256818789	NM_032227
ILMN_1847348	1	0.1686879	83164325			83164325	DB083705
ILMN_1682996	1	0.1171169	47498549	VWA5A	4013	47498549	NM_198315
ILMN_1849124	1	0.4615546	3769884			3769884	AI207942
ILMN_1730329	1	-0.1210599	154813207	MED17	9440	154813207	NM_004268
ILMN_1773337	1	-0.270973	61676924	DKK1	22943	61676924	NM_012242
ILMN_1803811	1	0.203846	545478230	TRIB1	10221	545478230	NM_025195
ILMN_1727663	1	0.1758391	386781366	ZNF155	7711	386781366	NM_198089
ILMN_1659952	1	0.0919707	219842310	MTMR2	8898	219842310	NM_201281
ILMN_1730572	1	0.1453433	332801091	HNRNPDL	9987	332801091	NM_031372
ILMN_1857273	1	0.2034066	713618			713618	T85266
ILMN_1910594	1	-0.1533553	6472859			6472859	AW194126
ILMN_1707342	1	-0.2001918	54607117	LRIG1	26018	54607117	NM_015541
ILMN_1697440	1	0.0892668	349732202	PRPF4	9128	349732202	NM_004697
ILMN_1757406	1	0.0989965	21071025	HIST1H1C	3006	21071025	NM_005319
ILMN_1725090	1	-0.160492	368711290	CTHRC1	115908	368711290	NM_138455
ILMN_1660436	1	0.184255	167466172	HSPA1B	3304	167466172	NM_005346
ILMN_1877102	1	0.3053242	1472073			1472073	AA010977
ILMN_1879483	1	0.236167	21122606			21122606	BQ417405
ILMN_1714108	1	0.0969395	209180467	TP53INP1	94241	209180467	NM_033285
ILMN_1887349	1	-0.1225754	23711963			23711963	BU753709
ILMN_1765460	1	0.2215114	153791465	AMIGO1	57463	153791465	NM_020703
ILMN_1892306	1	-0.2484643	2883732			2883732	AA814136
ILMN_1751147	1	0.2550639	325197139	SENP3	26168	325197139	NM_015670
ILMN_1849079	1	0.3008759	19030007			19030007	BM716749
ILMN_2277523	1	-0.1392978	225735622	DIP2A	23181	225735622	NM_206890
ILMN_1654630	1	0.1200471	NA			NA	
ILMN_1848374	1	-0.241136	23239947			23239947	BU588663
ILMN_1740620	1	0.1573998	NA			NA	
ILMN_2106331	1	0.0849102	318068040	H3F3A	3020	318068040	NM_002107
ILMN_1677590	1	0.2162509	522838223	RAP2B	5912	522838223	NM_002886
ILMN_1754400	1	-0.1814492	NA			NA	
ILMN_1775408	1	0.204949	954170023	SPACA3	124912	954170023	NM_173847
ILMN_1755737	1	-0.08168	1001184356	TRABD	80305	1001184356	NM_025204
ILMN_1788679	1	-0.2474159	NA			NA	
ILMN_1837271	1	-0.2026775	24814233			24814233	CA449813
ILMN_1770850	1	-0.0995615	52486264	PNMA1	9240	52486264	NM_006029
ILMN_1681996	1	-0.2753801	NA			NA	
ILMN_2390299	1	0.0912147	73747873	PSMB8	5696	73747873	NM_004159
ILMN_1692936	1	-0.1495376	342349332	OVOL1	5017	342349332	NM_004561
ILMN_1870401	1	0.1894419	12607429			12607429	BG113923
ILMN_2199768	1	0.2798315	533869414	SLITRK4	139065	533869414	NM_173078
ILMN_1787594	1	-0.1453623	NA			NA	
ILMN_1855412	1	0.1793913	7280614			7280614	AW593356
ILMN_2046199	1	0.2239264	751130469	SNRPE	6635	751130469	NM_003094
ILMN_1669617	1	-0.1603123	219689098	GRB10	2887	219689098	NM_005311
ILMN_1781890	1	0.2395289	153792763	NYAP2	57624	153792763	NM_020864
ILMN_2412549	1	0.0891064	77812668	GAR1	54433	77812668	NM_032993
ILMN_1686679	1	-0.1220355	114431235	ZNF462	58499	114431235	NM_021224
ILMN_1770527	1	-0.1966464	NA			NA	
ILMN_2394421	1	-0.1725654	126273544	G6PC2	57818	126273544	NM_021176
ILMN_1727438	1	-0.139461	320089591	KCND3	3752	320089591	NM_172198
ILMN_1756806	1	0.2253694	309747064	MCL1	4170	309747064	NM_021960
ILMN_1849726	1	0.2361661	2268582			2268582	AA526513
ILMN_1857507	1	0.1551552	16552794			16552794	AK057196
ILMN_1853193	1	0.2515181	27824387			27824387	BX090577
ILMN_1707810	1	-0.0682346	71164878	RPS5	6193	71164878	NM_001009
ILMN_1674367	1	-0.4125997	751247029	SPRR2F	6705	751247029	NM_001014450
ILMN_2208158	1	0.2868282	526253108	GTF2IP1	2970	526253108	NR_002206
ILMN_1711023	1	-0.1004408	499591434	CDK5RAP1	51654	499591434	NM_016408
ILMN_1770610	1	0.1390735	66932917	MERTK	10461	66932917	NM_006343
ILMN_2081645	1	-0.1216328	222446610	RSPO2	340419	222446610	NM_178565
ILMN_2160727	1	-0.1233091	33946275	CYTH3	9265	33946275	NM_004227
ILMN_1735043	1	-0.4146523	NA			NA	
ILMN_1746314	1	-0.2393949	815891220	EVI5	7813	815891220	NM_005665
ILMN_2399264	1	0.1763601	156071529	SEPT6	23157	156071529	NM_145800
ILMN_1702420	1	-0.2734668	594140693	PCDHA9	9752	594140693	NM_014005
ILMN_1820605	1	0.2379577	47357177			47357177	CN357243
ILMN_1691798	1	0.1755651	372266176	ZNF26	7574	372266176	NM_019591
ILMN_1806165	1	0.1721556	731441387	HSPA6	3310	731441387	NM_002155
ILMN_1890063	1	0.2472129	3424702			3424702	AI086279
ILMN_1780132	1	-0.277622	87080798	PELI2	57161	87080798	NM_021255
ILMN_1845390	1	-0.2900173	18970594			18970594	BM664462
ILMN_1759915	1	-0.1143078	300360513	ARPC1A	10552	300360513	NM_006409
ILMN_1869288	1	0.170162	27924103	LOC101928406	101928406	27924103	BC044856
ILMN_1756411	1	0.1214672	254750646	SHOX2	6474	254750646	NM_003030
ILMN_2043816	1	-0.0797123	966209637	ARPC5L	81873	966209637	NM_030978
ILMN_1876189	1	0.2206059	24472870			24472870	CA309816
ILMN_1769358	1	-0.1627949	30581163	NPBWR2	2832	30581163	NM_005286
ILMN_1761850	1	-0.122778	1020158988	ATRN	8455	1020158988	NM_139322
ILMN_1663390	1	-0.1500857	118402581	CDC20	991	118402581	NM_001255
ILMN_1724806	1	0.1032309	328802669	RAPSN	5913	328802669	NM_032645
ILMN_1820887	1	0.5672622	33328309	HBCBP	100130083	33328309	AF529371
ILMN_2312106	1	-0.2284658	608601806	PRAMEF10	343071	608601806	NM_001039361
ILMN_2407168	1	0.1640849	66737369	S100A13	6284	66737369	NM_001024211
ILMN_1734645	1	0.2047905	34222160	SUN5	140732	34222160	NM_080675
ILMN_1762879	1	-0.1157948	146149344	DCAF4L1	285429	146149344	NM_001029955
ILMN_1844128	1	-0.3054931	34194544	LOC101927531	101927531	34194544	BC040862
ILMN_1833831	1	0.2879314	34190343	LOC100288798	100288798	34190343	BC014370
ILMN_1890754	1	0.1959603	3038018			3038018	AA902895
ILMN_1730136	1	0.3074325	NA			NA	
ILMN_1748801	1	-0.1931717	NA			NA	
ILMN_1772612	1	-0.2400022	34577067	ANGPTL2	23452	34577067	NM_012098
ILMN_1742332	1	0.1408207	146149187	KCTD12	115207	146149187	NM_138444
ILMN_1748437	1	0.2560565	NA			NA	
ILMN_2128750	1	-0.0978709	315709512	PTTG1IP	754	315709512	NM_004339
ILMN_2221336	1	0.2565792	157738684	QRFPR	84109	157738684	NM_198179
ILMN_2379718	1	0.1160552	565324199	RAB24	53917	565324199	NM_001031677
ILMN_1662243	1	0.1147869	392050742	ING1	3621	392050742	NM_198219
ILMN_1679262	1	0.2214049	45505175	DPYSL3	1809	45505175	NM_001387
ILMN_1886769	1	-0.1481798	34454217			34454217	CF454561
ILMN_2358919	1	0.1336034	332205879	TP53I3	9540	332205879	NM_147184
ILMN_1725193	1	-0.3272224	55925575	IGFBP2	3485	55925575	NM_000597
ILMN_1802573	1	-0.2259261	NA			NA	
ILMN_2112402	1	0.1000085	55925655	PHF5A	84844	55925655	NM_032758
ILMN_1667361	1	-0.2860923	588282789	COPZ2	51226	588282789	NM_016429
ILMN_2094952	1	0.2016994	733214995	NUAK2	81788	733214995	NM_030952
ILMN_2048326	1	0.0947611	294459919	RPS27A	6233	294459919	NM_002954
ILMN_1655428	1	-0.1616743	NA			NA	
ILMN_1767653	1	-0.4739121	NA			NA	
ILMN_1793203	1	-0.150246	752507726	MIEF1	54471	752507726	NM_019008
ILMN_1877226	1	0.1808965	6699542			6699542	AW292906
ILMN_1717793	1	0.1823815	961349588	C19orf33	64073	961349588	NM_033520
ILMN_1873893	1	0.1519127	21477948			21477948	BQ574631
ILMN_2268529	1	0.1543173	205360847	KCNK10	54207	205360847	NM_138318
ILMN_1750805	1	-0.0981044	71040095	ARHGAP30	257106	71040095	NM_181720
ILMN_2053103	1	0.1827562	187607385	SLC40A1	30061	187607385	NM_014585
ILMN_2328835	1	0.1467484	298286512	IP6K2	51447	298286512	NM_016291
ILMN_1709377	1	0.2439773	305682570	ZNF28	7576	305682570	NM_006969
ILMN_1740648	1	-0.1706587	392513720	CYP2D6	1565	392513720	NM_000106
ILMN_1673773	1	-0.1252442	222446617	GALNT18	374378	222446617	NM_198516
ILMN_1656718	1	0.1312318	338797787	DEF8	54849	338797787	NM_017702
ILMN_1842435	1	-0.1090578	865966			865966	H03033
ILMN_1865754	1	-0.2245993	2458071			2458071	AA609643
ILMN_1767068	1	-0.2589828	236465646	SMAD6	4091	236465646	NM_005585
ILMN_1807556	1	0.1668833	NA			NA	
ILMN_1668924	1	0.1300803	227497860	BEGAIN	57596	227497860	NM_020836
ILMN_1696118	1	-0.2299723	313760600	GTPBP10	85865	313760600	NM_033107
ILMN_1797341	1	0.1340071	117968462	ARID1A	8289	117968462	NM_139135
ILMN_2392940	1	-0.3774591	NA			NA	
ILMN_1803018	1	0.1712813	733605410	KIFC2	90990	733605410	NM_145754
ILMN_1834147	1	0.1831363	27846594			27846594	BX105524
ILMN_1714854	1	-0.0836468	400153649	MEAF6	64769	400153649	NM_022756
ILMN_1762106	1	-0.1501632	700274108	MMP2	4313	700274108	NM_004530
ILMN_1686410	1	0.3477348	NA			NA	
ILMN_1776777	1	0.1049597	301601655	ADAR	103	301601655	NM_015840
ILMN_2322996	1	-0.1697945	NA			NA	
ILMN_1839083	1	-0.1695433	27838013			27838013	BX113078
ILMN_1682044	1	-0.1542455	NA			NA	
ILMN_1671682	1	-0.1825634	NA			NA	
ILMN_1841357	1	-0.1465618	5396265			5396265	AI809699
ILMN_2123743	1	-0.1797569	4758343	FCER1G	2207	4758343	NM_004106
ILMN_1845108	1	-0.126385	6986642			6986642	AW444880
ILMN_1707065	1	-0.1307491	351542208	SALL3	27164	351542208	NM_171999
ILMN_1808272	1	-0.4135104	299782533	KCNJ10	3766	299782533	NM_002241
ILMN_1712277	1	0.264091	NA			NA	
ILMN_1803256	1	-0.1180325	931717611	STOX2	56977	931717611	NM_020225
ILMN_1675364	1	0.2573163	325651878	SOX14	8403	325651878	NM_004189
ILMN_1851912	1	0.2764125	23138785	LOC101927690	101927690	23138785	BC037850
ILMN_1793732	1	-0.1006025	974141099	FARS2	10667	974141099	NM_006567
ILMN_1755990	1	0.1541209	659928115	ATP6AP1L	92270	659928115	NM_001017971
ILMN_1912737	1	-0.1406091	31874096	HIPK2	28996	31874096	BX538009
ILMN_2116075	1	0.1034062	7661555	TRUB2	26995	7661555	NM_015679
ILMN_1674440	1	-0.2435791	356640211	SH2D3C	10044	356640211	NM_005489
ILMN_1835454	1	-0.150305	5396551			5396551	AI809985
ILMN_1751656	1	0.1554126	40548370	KLF11	8462	40548370	NM_003597
ILMN_1868532	1	0.103167	19598295			19598295	BM978648
ILMN_1660187	1	-0.2747046	NA			NA	
ILMN_1738971	1	-0.3395428	124001557	USP54	159195	124001557	NM_152586
ILMN_1742040	1	-0.1866157	33457300	GDPD4	220032	33457300	NM_182833
ILMN_1780894	1	-0.2172076	208022655	ANTXR1	84168	208022655	NM_053034
ILMN_1694776	1	-0.1849242	302344758	SCP2	6342	302344758	NM_002979
ILMN_1747451	1	-0.1411141	254039597	PLCXD1	55344	254039597	NM_018390
ILMN_1822408	1	-0.1558061	23670382			23670382	BU736534
ILMN_1879480	1	-0.1678813	21751275	CCNG2	901	21751275	AK092638
ILMN_1677695	1	-0.1354495	NA			NA	
ILMN_1787292	1	-0.2155721	281427266	CDC20B	166979	281427266	NM_152623
ILMN_2342695	1	-0.1810804	197333759	PDGFA	5154	197333759	NM_033023
ILMN_1903345	1	-0.1289079	83105874			83105874	DB336481
ILMN_1863919	1	0.2495355	11593236			11593236	BF509938
ILMN_1913676	1	-0.1521279	3837471			3837471	AI242074
ILMN_1676997	1	0.1760259	574957119	TREX1	11277	574957119	NM_016381
ILMN_1769091	1	0.0823991	984655784	PRCP	5547	984655784	NM_199418
ILMN_1765829	1	0.1395773	158853997	NUFIP2	57532	158853997	NM_020772
ILMN_1766165	1	0.1701913	225690599	SNCA	6622	225690599	NM_000345
ILMN_1749014	1	-0.0911463	38569422	ACLY	47	38569422	NM_198830
ILMN_1720857	1	0.1519594	NA			NA	
ILMN_1682818	1	0.189691	NA			NA	
ILMN_2391219	1	0.1364325	61744453	RGR	5995	61744453	NM_001012720
ILMN_1916462	1	-0.1097884	3433615			3433615	AI094639
ILMN_1676737	1	-0.2413214	545479112	SEPT2	4735	545479112	NM_001008491
ILMN_2365465	1	-0.0879505	118640872	XBP1	7494	118640872	NM_001079539
ILMN_1745116	1	-0.1186408	320118866	ABHD12	26090	320118866	NM_015600
ILMN_1878763	1	-0.1318062	15942987			15942987	BI831437
ILMN_2285817	1	0.1099369	211938455	FAM89A	375061	211938455	NM_198552
ILMN_2159183	1	0.4544938	50080196	OR13C9	286362	50080196	NM_001001956
ILMN_1794266	1	-0.1636673	NA			NA	
ILMN_1865368	1	0.3977529	3678553			3678553	AI150084
ILMN_1796642	1	-0.230602	189083740	NCF2	4688	189083740	NM_000433
ILMN_1687743	1	-0.1128987	574286140	BTBD7	55727	574286140	NM_001002860
ILMN_1680399	1	0.1150615	157837981	KAZN	23254	157837981	NM_001017999
ILMN_1775999	1	-0.2499237	974005236	ATAT1	79969	974005236	NM_001031722
ILMN_1687918	1	0.214717	NA			NA	
ILMN_1787464	1	0.2274098	NA			NA	
ILMN_1731478	1	-0.3296758	442734441	RGS3	5998	442734441	NM_144488
ILMN_2223350	1	-0.0969431	746816008	SPRYD7	57213	746816008	NM_020456
ILMN_1877209	1	0.1562964	2739741			2739741	AA722034
ILMN_1698072	1	0.1630487	334085246	PITRM1	10531	334085246	NM_014889
ILMN_1700488	1	-0.1729186	NA			NA	
ILMN_1905094	1	-0.2024253	3231601			3231601	AI017265
ILMN_1893023	1	-0.1953385	11099235			11099235	BF205649
ILMN_1754533	1	-0.2505654	NA			NA	
ILMN_2231985	1	-0.1255479	48928055	HSPA13	6782	48928055	NM_006948
ILMN_1809173	1	0.330385	NA			NA	
ILMN_1785588	1	-0.4540358	NA			NA	
ILMN_1769259	1	-0.2524127	NA			NA	
ILMN_1911792	1	-0.3606982	39887423			39887423	CK299252
ILMN_1699113	1	-0.1471911	256222613	LINC00632	286411	256222613	NR_028344
ILMN_1726928	1	0.1102015	742068520	TCEA3	6920	742068520	NM_003196
ILMN_1843386	1	-0.1773546	13724849	LOC100288306	100288306	13724849	BG203162
ILMN_2083333	1	-0.1279795	NA			NA	
ILMN_1828197	1	-0.1092402	31443671			31443671	CD511953
ILMN_2375879	1	-0.1521083	284172448	VEGFA	7422	284172448	NM_003376
ILMN_1879414	1	-0.2595522	3644637			3644637	AI138665
ILMN_1681972	1	-0.1262655	118918408	TMEM69	51249	118918408	NM_016486
ILMN_1811539	1	-0.1858804	NA			NA	
ILMN_1663263	1	-0.1132504	150456468	EPHA10	284656	150456468	NM_173641
ILMN_1805258	1	0.3467219	NA			NA	
ILMN_1660935	1	-0.2561533	NA			NA	
ILMN_1891136	1	0.3161131	3229350			3229350	AI015014
ILMN_1672879	1	0.2999216	NA			NA	
ILMN_1753534	1	0.0666414	14165467	RPS18	6222	14165467	NM_022551
ILMN_1794056	1	-0.1549421	330864770	DNAJB5	25822	330864770	NM_012266
ILMN_1780504	1	-0.2816981	148886715	CBARP	255057	148886715	NM_152769
ILMN_1684520	1	-0.1183149	111038119	TSTD2	158427	111038119	NM_139246
ILMN_1761259	1	-0.0920264	296010872	EXT2	2132	296010872	NM_000401
ILMN_1729980	1	-0.0983008	NA			NA	
ILMN_1689646	1	0.1442414	227500152	FSD1	79187	227500152	NM_024333
ILMN_1660027	1	-0.2175097	299890842	FCGR2B	2213	299890842	NM_004001
ILMN_1654250	1	0.1926269	NA			NA	
ILMN_1724822	1	-0.2329433	NA			NA	
ILMN_1682034	1	-0.3036951	105990529	HEY2	23493	105990529	NM_012259
ILMN_1820251	1	-0.354017	27846546	LOC102724890	102724890	27846546	BX105435
ILMN_1792094	1	-0.1830519	574957129	TMEM63C	57156	574957129	NM_020431
ILMN_1795711	1	0.3813027	223633914	LCE2B	26239	223633914	NM_014357
ILMN_2348403	1	-0.0839245	71164887	VRK3	51231	71164887	NM_001025778
ILMN_1669508	1	0.0761989	378677134	PAF1	54623	378677134	NM_019088
ILMN_1795128	1	-0.1192047	401461782	PROSER1	80209	401461782	NM_025138
ILMN_1760718	1	0.1586607	54607107	ZMIZ2	83637	54607107	NM_031449
ILMN_1877156	1	-0.396196	10439644			10439644	AK026725
ILMN_1815933	1	-0.0812149	7019376	MRM2	29960	7019376	NM_013393
ILMN_1806052	1	0.2833934	224809227	UNC119	9094	224809227	NM_054035
ILMN_1734205	1	-0.0831462	25777678	RASSF1	11186	25777678	NM_007182
ILMN_1746686	1	-0.106742	974141106	POLR1C	9533	974141106	NM_203290
ILMN_1720501	1	0.1283748	88999587	ABCA9	10350	88999587	NM_080283
ILMN_1803213	1	0.1721114	201860266	MXRA5	25878	201860266	NM_015419
ILMN_1680770	1	0.13255	262205923	UBQLN2	29978	262205923	NM_013444
ILMN_2170625	1	0.2262527	NA			NA	
ILMN_1863858	1	-0.2448141	5113487			5113487	AI745199
ILMN_1841170	1	0.3293291	79221109			79221109	DA179116
ILMN_2165473	1	0.1108963	544186084	MID1IP1	58526	544186084	NM_021242
ILMN_2175601	1	0.0789998	307133764	VDAC1	7416	307133764	NM_003374
ILMN_2284794	1	-0.1469385	73747873	PSMB8	5696	73747873	NM_004159
ILMN_1671217	1	-0.0644901	NA			NA	
ILMN_1671452	1	-0.0888576	169790854	MRPL44	65080	169790854	NM_022915
ILMN_1891277	1	0.2623992	3162947			3162947	AA984422
ILMN_1787265	1	-0.1944488	647568807	ZNF503	84858	647568807	NM_032772
ILMN_1908653	1	-0.3523934	21250548			21250548	BQ447436
ILMN_1815690	1	-0.1571836	358356426	TIE1	7075	358356426	NM_005424
